name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
MN996528.1 Severe acute respiratory syndrome coronavirus 2 isolate WIV04, complete genome	9000017	leaf	29891	1	0	0.0
MN997409.1 Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV/USA-AZ1/2020, complete genome	9000021	leaf	29882	6	0	0.0
Mosigvirus	1913652	genus	168244	1	0	0.0
MT019531.1 Severe acute respiratory syndrome coronavirus 2 isolate BetaCoV/Wuhan/IPBCAMS-WH-03/2019, complete genome	9000026	leaf	29899	1	0	0.0
MT027062.1 Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV/USA-CA3/2020, complete genome	9000032	leaf	29882	15	0	0.0
MT027063.1 Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV/USA-CA4/2020, complete genome	9000033	leaf	29882	15	0	0.0
MT039873.1 Severe acute respiratory syndrome coronavirus 2 isolate HZ-1, complete genome	9000035	leaf	29833	14	0	0.0
MT106053.1 Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV/USA-CA8/2020, complete genome	9000050	leaf	29882	1	0	0.0
MT123290.1 Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/IQTC01/human/2020/CHN, complete genome	9000054	leaf	29891	3	0	0.0
MT159706.1 Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV/USA-CruiseA-8/2020, complete genome	9000065	leaf	29882	1	0	0.0
MT159709.1 Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV/USA-CruiseA-12/2020, complete genome	9000068	leaf	29882	12	0	0.0
MT192772.1 Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/nCoV-19-01S/human/2020/VNM, complete genome	9000100	leaf	29891	1	0	0.0
Mycobacterium phage Aeneas	1168595	species	53684	1	0	0.0
Mycobacterium phage Alsfro	1458724	species	52136	2	0	0.0
Mycobacterium phage Archie	1718599	species	76271	2	0	0.0
Mycobacterium phage Ariel	1541824	species	109801	1	0	0.0
Mycobacterium phage BellusTerra	1429791	species	51236	1	0	0.0
Mycobacterium phage BigNuz	1074309	leaf	48984	2	0	0.0
Mycobacterium phage Blue7	1089117	species	52288	2	0	0.0
Mycobacterium phage Breeniome	1340712	leaf	154434	1	0	0.0
Mycobacterium phage Butters	1296646	leaf	41491	1	0	0.0
Mycobacterium phage BuzzLyseyear	1536598	species	59419	1	0	0.0
Mycobacterium phage Catdawg	1340819	species	72108	1	0	0.0
Mycobacterium phage Catera	373404	leaf	153766	1	0	0.0
Mycobacterium phage Charlie	1056830	leaf	43036	1	0	0.0
Mycobacterium phage Chy4	1327947	species	46639	1	0	0.0
Mycobacterium phage Chy5	1327948	species	51214	1	0	0.0
Mycobacterium phage Crossroads	1340836	species	76129	2	0	0.0
Mycobacterium phage Daenerys	1340822	species	58043	2	0	0.0
Mycobacterium phage Damien	1486469	species	68386	4	0	0.0
Mycobacterium phage Dandelion	1074305	leaf	157568	6	0	0.0
Mycobacterium phage Donovan	1429793	leaf	47162	4	0	0.0
Mycobacterium phage Dylan	1340831	species	69815	1	0	0.0
Mycobacterium phage EagleEye	1429759	species	52974	1	0	0.0
Mycobacterium phage Fishburne	1327765	leaf	47109	3	0	0.0
Mycobacterium phage Hosp	1463811	species	70667	2	0	0.0
Mycobacterium phage Jebeks	1076631	leaf	45580	2	0	0.0
Mycobacterium phage Kampy	1486425	species	51378	1	0	0.0
Mycobacterium phage KayaCho	1340830	species	70838	2	0	0.0
Mycobacterium phage Kratio	1606763	species	62738	1	0	0.0
Mycobacterium phage Llij	2681623	leaf	56852	1	0	0.0
Mycobacterium phage Lukilu	1913044	leaf	157034	8	0	0.0
Mycobacterium phage Makemake	1873889	species	52496	3	0	0.0
Mycobacterium phage MichelleMyBell	1445726	leaf	42240	1	0	0.0
Mycobacterium phage Milly	1567473	species	58211	1	0	0.0
Mycobacterium phage Mufasa	1718600	species	58065	1	0	0.0
Mycobacterium phage Nappy	1088866	leaf	156646	6	0	0.0
Mycobacterium phage Nyxis	1445714	species	51250	2	0	0.0
Mycobacterium phage Ovechkin	1673889	species	58338	1	0	0.0
Mycobacterium phage Phatniss	1698356	species	57293	1	0	0.0
Mycobacterium phage RhynO	1458846	species	46739	1	0	0.0
Mycobacterium phage Shipwreck	1821727	species	48670	3	0	0.0
Mycobacterium phage Smeadley	1673873	species	52392	2	0	0.0
Mycobacterium phage Solon	555603	leaf	49487	2	0	0.0
Mycobacterium phage Spartacus	1147141	leaf	61164	1	0	0.0
Mycobacterium phage TM4	88870	leaf	52797	1	0	0.0
Mycobacterium phage Tonenili	1891703	species	160985	3	0	0.0
Mycobacterium phage Twister	1161933	leaf	51094	1	0	0.0
Mycobacterium phage Wile	1056833	species	51308	1	0	0.0
Mycobacterium phage XFactor	1698715	species	55617	1	0	0.0
Mycobacterium phage ZoeJ	1486427	species	57315	1	0	0.0
Mycobacterium virus Alice	2006133	species	153401	1	0	0.0
Mycobacterium virus Astro	1195075	species	52494	2	0	0.0
Mycobacterium virus Babsiella	1089115	species	48420	1	0	0.0
Mycobacterium virus Backyardigan	1034129	species	51308	1	0	0.0
Mycobacterium virus Bernal13	1982102	species	42392	1	0	0.0
Mycobacterium virus Billknuckles	1089116	species	51821	1	0	0.0
Mycobacterium virus Boomer	546182	species	58037	2	0	0.0
Mycobacterium virus Brujita	561996	species	47057	3	0	0.0
Mycobacterium virus Bxz1	2006134	species	155063	7	0	0.0
Mycobacterium virus Che9c	205872	species	57050	3	0	0.0
Mycobacterium virus Corndog	205875	species	69777	1	0	0.0
Mycobacterium virus D29	28369	species	49136	3	0	0.0
Mycobacterium virus Dotproduct	1097752	species	55363	2	0	0.0
Mycobacterium virus Drago	1074303	species	54411	1	0	0.0
Mycobacterium virus Faith1	1034125	species	75960	2	0	0.0
Mycobacterium virus Firecracker	1089135	species	71341	1	0	0.0
Mycobacterium virus Gladiator	1034135	species	52213	1	0	0.0
Mycobacterium virus Goose	1211282	species	50645	1	0	0.0
Mycobacterium virus Hammer	1034103	species	51889	2	0	0.0
Mycobacterium virus Jebeks	1983740	species	45580	2	0	0.0
Mycobacterium virus Konstantine	1982364	species	68952	4	0	0.0
Mycobacterium virus Littlee	1034111	species	109086	1	0	0.0
Mycobacterium virus Malithi	1983741	species	46869	2	0	0.0
Mycobacterium virus Pacc40	563122	species	58554	1	0	0.0
Mycobacterium virus Peaches	663557	species	51376	1	0	0.0
Mycobacterium virus Rebeuca	1225862	species	51235	2	0	0.0
Mycobacterium virus Rumpelstiltskin	1086751	species	69279	2	0	0.0
Mycobacterium virus Saintus	1097754	species	49228	2	0	0.0
Oat mosaic virus	157837	species	9834	1	0	0.0
Ostreococcus lucimarinus virus 1	880162	species	194022	81	0	0.0
Ostreococcus mediterraneus virus 1	1663210	species	193301	2	0	0.0
Ostreococcus tauri virus OtV5	1785753	species	186713	2	0	0.0
Pectobacterium phage ZF40	1127516	species	48454	2	0	0.0
Phomopsis longicolla circular virus 1	1808960	species	3170	1	0	0.0
Phormidium phage MIS-PhV1B	1391456	species	41291	2	0	0.0
Primate bocaparvovirus 1	1511871	species	5093	1	0	0.0
Propionibacterium phage Doucette	1897534	leaf	37429	1	0	0.0
Propionibacterium phage E6	1897536	leaf	38067	1	0	0.0
Pseudoalteromonas phage H103	1636200	species	43190	1	0	0.0
Pseudomonas phage 73	347325	leaf	42999	5	0	0.0
Pseudomonas phage MPK6	1262514	species	42957	1	0	0.0
Pseudomonas phage NP1	1844477	leaf	58566	1	0	0.0
Pseudomonas phage PAK_P5	1327964	leaf	88135	1	0	0.0
Pseudomonas phage PaMx25	1175654	leaf	57899	1	0	0.0
Pseudomonas phage PaP4	1273709	leaf	43895	4	0	0.0
Pseudomonas phage phi2	1450169	species	41871	1	0	0.0
Pseudomonas phage TL	1406974	leaf	45696	4	0	0.0
Pseudomonas phage vB_Pae-Kakheti25	1141526	leaf	42844	5	0	0.0
Pseudomonas phage vB_PaeP_PPA-ABTNL	1527525	species	43227	1	0	0.0
Pseudomonas phage vB_PaeS_PAO1_Ab19	1548912	leaf	58139	1	0	0.0
Pseudomonas phage vB_PaeS_SCH_Ab26	1476390	leaf	43056	5	0	0.0
Pseudomonas phage vB_PsyM_KIL4	1777069	leaf	92816	1	0	0.0
Raccoon polyomavirus	1219896	leaf	5016	1	0	0.0
Rhinolophus simulator polyomavirus 3	2029306	species	5082	1	0	0.0
Rhodobacter phage RcCronus	1662333	leaf	35985	1	0	0.0
Rhodobacter phage RcRhea	1662332	leaf	36065	1	0	0.0
Rhodococcus phage CosmicSans	1701851	species	46596	3	0	0.0
Rhodococcus phage RER2	1109715	leaf	46586	3	0	0.0
Rhodococcus virus RGL3	1109716	species	48072	3	0	0.0
Rotavirus F chicken/03V0568/DEU/2003	994994	leaf	18341	1	0	0.0
Salmonella phage 100268_sal2	1813783	leaf	125114	6	0	0.0
Salmonella phage 118970_sal2	1813782	leaf	114180	6	0	0.0
Salmonella phage 118970_sal3	1813771	species	77375	28	0	0.0
Salmonella phage 38	1654891	leaf	156833	2	0	0.0
Salmonella phage 7-11	1054968	species	89916	1	0	0.0
Salmonella phage Det7	454798	leaf	157498	3	0	0.0
Salmonella phage epsilon34	348058	species	43016	1	0	0.0
Salmonella phage FelixO1	77775	leaf	86155	1	0	0.0
Salmonella phage FSL SP-058	1173761	leaf	72394	4	0	0.0
Salmonella phage Jersey	1340534	leaf	43447	1	0	0.0
Salmonella phage Marshall	1406794	leaf	156338	2	0	0.0
Salmonella phage Maynard	1406795	leaf	154701	2	0	0.0
Salmonella phage Melville	2041413	leaf	159323	11	0	0.0
Salmonella phage PVPSE1	889338	leaf	145964	2	0	0.0
Salmonella phage SE1 (in:Nonagvirus)	2115848	leaf	60030	1	0	0.0
Salmonella phage SPN1S	1125653	leaf	38684	3	0	0.0
Salmonella phage SS3e	293644	leaf	40793	1	0	0.0
Salmonella phage SSE121	1204529	leaf	147745	1	0	0.0
Salmonella phage ST64B	175950	species	40149	28	0	0.0
Salmonella phage STML-198	1204531	leaf	158099	11	0	0.0
Salmonella phage vB-SalM-SJ3	1446492	leaf	162910	2	0	0.0
Salmonella phage vB_SenM-S16	1087482	leaf	160221	10	0	0.0
Salmonella phage vB_SenS_AG11	1211279	leaf	41546	1	0	0.0
Salmonella phage vB_SPuM_SP116	1567025	leaf	87510	1	0	0.0
Salmonella phage wksl3	1204541	leaf	42633	1	0	0.0
Salmonella virus Chi	1541887	species	118985	4	0	0.0
Salmonella virus HK620	155148	species	38297	1	0	0.0
Salmonella virus iEPS5	1005056	species	59254	2	0	0.0
Salmonella virus SPC35	977927	species	118351	2	0	0.0
Salmonella virus Stitch	1540099	species	123475	5	0	0.0
Schizotequatrovirus	1198137	genus	246811	1	0	0.0
Sheeppox virus	10266	species	149955	3	0	0.0
Shewanella sp. phage 1/4	1458859	species	133824	11	0	0.0
Shigella phage POCJ13	1498227	leaf	62699	2	0	0.0
Shigella phage pSf-2	1572702	leaf	50109	5	0	0.0
Shigella phage Sf13	2024316	leaf	87570	2	0	0.0
Shigella phage Sf14	2024304	leaf	87575	2	0	0.0
Shigella phage Sf17	2024305	leaf	90092	2	0	0.0
Shigella phage Shf125875	1541825	leaf	169062	1	0	0.0
Shigella phage vB_SsoS-ISF002	2006922	leaf	50564	5	0	0.0
Shigella virus Shfl1	1002724	species	50661	1	0	0.0
Shigella virus SP18	1913995	species	170605	2	0	0.0
Simian Agent 10	929831	leaf	15462	1	0	0.0
Sinorhizobium phage phiM12	1357423	leaf	194701	6	0	0.0
Sinorhizobium phage phiM7	1647403	leaf	188427	6	0	0.0
Sphingobium phage Lacusarx	1980139	leaf	130138	1	0	0.0
Spodoptera littoralis nucleopolyhedrovirus	10456	species	137998	2	0	0.0
Staphylococcus phage 812	307898	species	142096	1	0	0.0
Staphylococcus phage G15	760530	leaf	139806	1	0	0.0
Staphylococcus phage phiSA12	1450142	leaf	142094	1	0	0.0
Staphylococcus phage Stau2	1200862	leaf	133798	3	0	0.0
Staphylococcus phage StauST398-3	1195071	species	41392	1	0	0.0
Staphylococcus phage StauST398-5	1308897	species	43301	1	0	0.0
Staphylococcus phage vB_SauM_Remus	1235659	leaf	134643	3	0	0.0
Staphylococcus phage vB_SauM_Romulus	1235660	leaf	131332	3	0	0.0
Staphylococcus virus 52a	320847	species	41690	7	0	0.0
Staphylococcus virus 71	320844	species	43114	1	0	0.0
Staphylococcus virus 80	405947	species	42140	7	0	0.0
Staphylococcus virus 88	320848	species	43231	1	0	0.0
Staphylococcus virus 92	320849	species	42431	1	0	0.0
Staphylococcus virus IPLAC1C	1980931	species	140961	1	0	0.0
Staphylococcus virus K	221915	species	148317	1	0	0.0
Staphylococcus virus phiMR25	487152	species	44342	1	0	0.0
Staphylococcus virus SAP26	872294	species	41207	7	0	0.0
Stenotrophomonas phage vB_SmaS-DLP_2	1642663	species	42593	5	0	0.0
Strawberry pallidosis-associated virus	227507	species	16044	1	0	0.0
Streptococcus phage phiARI0004	1701811	species	41105	1	0	0.0
Streptococcus phage phiARI0031	1701812	species	41887	1	0	0.0
Streptococcus phage phiARI0468-1	1701827	species	41063	1	0	0.0
Streptococcus phage phiARI0468-2	1701828	species	42186	1	0	0.0
Streptomyces phage Peebs	2023994	leaf	133047	2	0	0.0
Streptomyces phage Samisti12	2023995	leaf	133710	2	0	0.0
Streptomyces phage SF3	1690818	species	60934	1	0	0.0
Streptomyces virus phiC31	10719	species	41491	1	0	0.0
Stx2-converting phage 1717	563769	species	62147	1	0	0.0
Sulfitobacter phage NYA-2014a	1526550	species	42092	1	0	0.0
Sulfitobacter phage pCB2047-A	754045	species	40929	1	0	0.0
Sulfolobus islandicus rod-shaped virus 2	157899	species	35450	3	0	0.0
Sulfolobus islandicus rudivirus 3	1895333	species	32995	1	0	0.0
Synechococcus phage ACG-2014b	1493508	species	172688	3	0	0.0
Synechococcus phage ACG-2014i	1493513	species	190768	2	0	0.0
Synechococcus phage ACG-2014j	1493514	species	192108	3	0	0.0
Synechococcus phage S-CAM22	1883365	species	172345	2	0	0.0
Synechococcus phage S-CAM4	1883367	species	191983	3	0	0.0
Synechococcus phage S-CBP1	1273711	species	46547	24	0	0.0
Synechococcus phage S-CBP2	756277	species	46237	24	0	0.0
Synechococcus phage S-MbCM100	1340812	species	170438	5	0	0.0
Synechococcus phage syn9	382359	species	177300	1	0	0.0
Thermus phage phiYS40	407392	species	152372	1	0	0.0
Thottopalayam virus	1980493	leaf	11732	1	0	0.0
Tobacco rattle virus	12295	species	10646	2	0	0.0
Tomato chlorotic spot virus	12851	leaf	17031	4	0	0.0
Tomato leaf curl Karnataka virus	220932	species	2759	1	0	0.0
Tomato yellow leaf curl Axarquia virus	232380	species	2771	1	0	0.0
Tomato yellow leaf curl China alphasatellite	240557	species	1369	1	0	0.0
Tomato yellow leaf curl Sardinia virus	123735	species	2773	1	0	0.0
Trichodysplasia spinulosa-associated polyomavirus	862909	leaf	5232	1	0	0.0
Tsukamurella phage TIN2	1636545	leaf	76964	1	0	0.0
Tsukamurella phage TIN3	1636546	leaf	76269	1	0	0.0
Tsukamurella phage TIN4	1636547	leaf	76268	1	0	0.0
Vibrio phage Ceto	2570300	leaf	128241	112	0	0.0
Vibrio phage JA-1	1283071	species	69278	9	0	0.0
Vibrio phage phi 3	1589298	leaf	116138	9	0	0.0
Vibrio phage pVp-1	1150989	leaf	111506	8	0	0.0
Vibrio phage VfO3K6	127507	leaf	8784	2	0	0.0
Vibrio phage VfO4K68	127508	species	6891	2	0	0.0
Viunavirus	1298971	genus	155201	1	0	0.0
Webervirus	1920860	genus	49596	1	0	0.0
West African Asystasia virus 1	1046573	species	5388	1	0	0.0
Xanthomonas phage f20-Xaj	1784979	leaf	43851	2	0	0.0
Yersinia virus D1	1914208	species	167063	1	0	0.0
